iter	Logloss
133	0.4414987895
134	0.4414465324
135	0.4413796183
136	0.4413193467
137	0.4412602628
138	0.4411783471
139	0.4411257823
140	0.4410751638
141	0.4410165798
142	0.4409439315
143	0.4408890798
144	0.4408355309
145	0.4407812974
146	0.4407202374
147	0.4406768072
148	0.4406119289
149	0.4405729115
150	0.4405171285
151	0.4404684917
152	0.4404101449
153	0.4403699329
154	0.4403257038
155	0.4402500055
156	0.4401948109
157	0.4401484573
158	0.4400960725
159	0.4400532704
160	0.4400054135
161	0.4399525232
162	0.4399034772
163	0.4398618645
164	0.4398052171
165	0.4397408147
166	0.4397089814
167	0.4396563876
168	0.439607869
169	0.439539854
170	0.439493077
171	0.439442665
172	0.439393769
173	0.4393553878
174	0.4393152537
175	0.4392728324
176	0.4392320585
177	0.4391807857
178	0.439127106
179	0.4390954331
180	0.439048719
181	0.4390130306
182	0.4389502736
183	0.4388918949
184	0.438849997
185	0.4388096197
186	0.4387601134
187	0.4387173854
188	0.4386666575
189	0.4386061884
190	0.4385420702
191	0.4385049582
192	0.4384639744
193	0.4384078006
194	0.438352221
195	0.4383021941
196	0.4382456911
197	0.4382004706
198	0.4381596861
199	0.4381120636
200	0.4380575901
201	0.438011633
202	0.4379807402
203	0.4379227154
204	0.437870346
205	0.4378343484
206	0.4377940569
207	0.4377550248
208	0.4377155837
209	0.4376626518
210	0.4376305143
211	0.4375680877
212	0.4375352869
213	0.4374829327
214	0.4374427856
215	0.4373910951
216	0.437356457
217	0.4373241003
218	0.4372806597
219	0.4372321392
220	0.4371902384
221	0.4371425462
222	0.4371046935
223	0.4370689841
224	0.4370439705
225	0.4370079749
226	0.4369705358
227	0.4369326373
228	0.4368978827
229	0.4368573399
230	0.4368151374
231	0.4367740882
232	0.4367268652
233	0.4366777194
234	0.4366454171
235	0.4366034553
236	0.436577983
237	0.4365243072
238	0.4364827847
239	0.4364433844
240	0.4364066687
241	0.4363612568
242	0.4363214797
243	0.4362929369
244	0.4362468295
245	0.4362156174
246	0.4361681168
247	0.4361273857
248	0.4361009937
249	0.4360582064
250	0.4360123514
251	0.4359800628
252	0.435935155
253	0.435916072
254	0.4358861355
255	0.4358398022
256	0.4358082251
257	0.4357661016
258	0.4357431751
259	0.4357085981
260	0.4356827292
261	0.4356259798
262	0.4355844798
263	0.4355468288
264	0.4354953273
265	0.4354491411
266	0.435403657
267	0.4353684648
268	0.43532294
269	0.4352839144
270	0.4352618011
271	0.4352005241
272	0.4351712539
273	0.4351403734
274	0.4350939812
275	0.4350530537
276	0.4350207612
277	0.4349832824
278	0.4349472851
279	0.4349110244
280	0.4348726781
281	0.4348452469
282	0.4348167813
283	0.4347671122
284	0.4347311545
285	0.4346981434
286	0.434659914
287	0.4346031415
288	0.4345664166
289	0.4345329732
290	0.4344914108
291	0.4344586642
292	0.4344204042
293	0.4343764538
294	0.4343248715
295	0.4342904504
296	0.4342552323
297	0.4342191838
298	0.4341752997
299	0.4341482652
300	0.4341102203
301	0.4340712408
302	0.4340234702
303	0.4339997196
304	0.4339704417
305	0.433955103
306	0.433927053
307	0.4338998671
308	0.4338681308
309	0.4338364703
310	0.4337935491
311	0.4337561711
312	0.4337130978
313	0.4336769707
314	0.4336637273
315	0.433627911
316	0.4335985757
317	0.4335638612
318	0.4335365772
319	0.4335088694
320	0.4334686267
321	0.4334268795
322	0.4333823674
323	0.4333523405
324	0.4333132226
325	0.4332823061
326	0.4332449411
327	0.4332103725
328	0.4331760799
329	0.4331330981
330	0.4331023922
331	0.4330644629
332	0.4330342277
333	0.4329902483
334	0.4329644545
335	0.4329344878
336	0.4329083445
337	0.4328741289
338	0.4328422221
339	0.4328134699
340	0.4327717747
341	0.432750028
342	0.4327139559
343	0.4326701584
344	0.4326322968
345	0.4325900116
346	0.4325583347
347	0.4325318312
348	0.4324929276
349	0.4324475135
350	0.4324095197
351	0.4323775386
352	0.4323773483
353	0.432343996
354	0.4323054529
355	0.4322664953
356	0.4322584618
357	0.4322214575
358	0.4321827265
359	0.4321418102
360	0.4321052639
361	0.4320633495
362	0.4320334051
363	0.431986888
364	0.4319594552
365	0.4319376074
366	0.4319070668
367	0.431873731
368	0.4318376617
369	0.4318016612
370	0.4317764874
371	0.4317471835
372	0.4317302389
373	0.4317063887
374	0.4316810188
375	0.4316548266
376	0.4316188049
377	0.4315843515
378	0.4315610822
379	0.4315231834
380	0.4314858144
381	0.4314660056
382	0.4314413162
383	0.4314113539
384	0.4313639852
385	0.4313422182
386	0.4313106058
387	0.431283416
388	0.4312541423
389	0.4312283439
390	0.4312094772
391	0.4311628778
392	0.4311314121
393	0.4310972496
394	0.4310720399
395	0.4310362471
396	0.4309870164
397	0.4309585279
398	0.430931817
399	0.4308995821
400	0.4308667998
401	0.4308310447
402	0.4307985115
403	0.4307587756
404	0.4307330394
405	0.4307120199
406	0.4306882771
407	0.4306538104
408	0.4306219118
409	0.4305994749
410	0.4305805993
411	0.4305417611
412	0.4305043106
413	0.430473007
414	0.4304368492
415	0.4304111087
416	0.4303961947
417	0.4303673985
418	0.4303409094
419	0.4303026033
420	0.430271933
421	0.4302417912
422	0.4302118406
423	0.4301795331
424	0.4301471439
425	0.4301216961
426	0.430088514
427	0.430053895
428	0.43002567
429	0.429991592
430	0.429963996
431	0.4299476347
432	0.4299177924
433	0.4298968547
434	0.4298640802
435	0.4298332844
436	0.4298132679
437	0.4297827275
438	0.4297500014
439	0.4297280296
440	0.4296870057
441	0.4296553591
442	0.4296347801
443	0.4296014664
444	0.429580105
445	0.4295581543
446	0.4295257331
447	0.429489324
448	0.4294568014
449	0.4294181226
450	0.4293919636
451	0.4293672043
452	0.4293277926
453	0.4292965577
454	0.42926866
455	0.429240272
456	0.4292016647
457	0.4291673991
458	0.429129421
459	0.429094687
460	0.4290624155
461	0.4290287553
462	0.4290111503
463	0.4289871096
464	0.4289515906
465	0.4289207753
466	0.428900907
467	0.4288736385
468	0.4288453289
469	0.4288366611
470	0.4288000309
471	0.4287729719
472	0.4287419298
473	0.428725177
474	0.4286932406
475	0.4286649592
476	0.4286401161
477	0.4286034772
478	0.42857713
479	0.4285410036
480	0.4285226329
481	0.4285108804
482	0.4284860635
483	0.4284723607
484	0.4284480518
485	0.4284256017
486	0.4283934768
487	0.428371553
488	0.428330527
489	0.4283070625
490	0.4283002007
491	0.4282751678
492	0.4282514985
493	0.4282266115
494	0.4281960718
495	0.4281743786
496	0.42813764
497	0.4281092539
498	0.4280792952
499	0.4280539233
500	0.4280140225
501	0.4279876302
502	0.4279523226
503	0.4279193899
504	0.4278956626
505	0.4278665062
506	0.4278354377
507	0.4278043139
508	0.4277829506
509	0.4277635907
510	0.4277414019
511	0.4277114848
512	0.427678319
513	0.4276536977
514	0.4276078957
515	0.4275732119
516	0.4275355921
517	0.4274974027
518	0.4274519455
519	0.4274395279
520	0.4274159874
521	0.4273864617
522	0.4273743627
523	0.4273417859
524	0.4273092108
525	0.4272870101
526	0.4272564142
527	0.4272441615
528	0.4272219887
529	0.4271909633
530	0.4271567689
531	0.427122958
532	0.4270993648
533	0.4270661742
534	0.427047986
535	0.4270294437
536	0.4270112059
537	0.4269964702
538	0.4269665194
539	0.4269352518
540	0.4268805622
541	0.4268505434
542	0.4268093589
543	0.4267767924
544	0.4267538468
545	0.4267277669
546	0.4267025928
547	0.4266780445
548	0.4266497565
549	0.4266203338
550	0.4265887745
551	0.4265639696
552	0.4265410382
553	0.4265177138
554	0.426489237
555	0.4264706315
556	0.4264422538
557	0.4264156095
558	0.4263853723
559	0.4263602908
560	0.4263256036
561	0.42628143
562	0.4262544075
563	0.4262119573
564	0.4261846944
565	0.4261538961
566	0.426123373
567	0.426098181
568	0.4260797398
569	0.4260605656
570	0.4260319046
571	0.4260009911
572	0.4259720826
573	0.4259513488
574	0.4259341888
575	0.4259159916
576	0.4258858962
577	0.4258672454
578	0.425840898
579	0.4258140663
580	0.4257827286
581	0.4257503785
582	0.4257274543
583	0.4256996157
584	0.4256770211
585	0.4256370323
586	0.4256067231
587	0.4255761716
588	0.4255544433
589	0.4255281747
590	0.4255227099
591	0.4254966945
592	0.4254715058
593	0.4254397232
594	0.425411549
595	0.4253693578
596	0.4253455308
597	0.4253112948
598	0.4252955625
599	0.425273912
600	0.4252431631
601	0.4252219276
602	0.425201934
603	0.4251772131
604	0.4251577729
605	0.4251280799
606	0.4250919283
607	0.4250610621
608	0.4250273884
609	0.4249975026
610	0.4249808559
611	0.4249424341
612	0.4249173406
613	0.4248813598
614	0.4248564943
615	0.4248464685
616	0.4248169977
617	0.4247956995
618	0.4247672852
619	0.4247446296
620	0.4247275526
621	0.4246973734
622	0.4246714154
623	0.4246617232
624	0.4246323822
625	0.4245896735
626	0.4245540701
627	0.4245286007
628	0.4244905139
629	0.4244576094
630	0.4244181592
631	0.4243900338
632	0.4243703335
633	0.4243445984
634	0.4243078315
635	0.4242817838
636	0.4242597895
637	0.424226206
638	0.424202284
639	0.4241869514
640	0.4241752178
641	0.4241458773
642	0.424107309
643	0.4240697097
644	0.4240432523
645	0.4240335432
646	0.4240044711
647	0.4239802511
648	0.4239566301
649	0.4239259299
650	0.4239004686
651	0.4238677402
652	0.4238387148
653	0.4238135008
654	0.4237920307
655	0.4237547982
656	0.4237289619
657	0.4237037747
658	0.4236728765
659	0.4236453085
660	0.4236185111
661	0.4235919102
662	0.4235692699
663	0.4235459558
664	0.4235284931
665	0.4235031823
666	0.4234805843
667	0.4234419584
668	0.4234222616
669	0.4233996232
670	0.4233824033
671	0.4233408267
672	0.4233056955
673	0.4232799582
674	0.4232595123
675	0.4232270617
676	0.4232042102
677	0.423181625
678	0.4231525291
679	0.4231252429
680	0.4231117029
681	0.4230800531
682	0.4230429931
683	0.4230174916
684	0.4229832694
685	0.4229587626
686	0.4229364871
687	0.4229056955
688	0.422880238
689	0.4228595692
690	0.4228219727
691	0.4228013431
692	0.4227751537
693	0.4227432892
694	0.422710109
695	0.422692207
696	0.4226728203
697	0.422632816
698	0.4226080367
699	0.4225822296
700	0.4225646159
701	0.4225409661
702	0.4225095189
703	0.4224822453
704	0.4224584017
705	0.4224338693
706	0.4224100977
707	0.4223921806
708	0.4223694847
709	0.4223537432
710	0.4223202666
711	0.4222966469
712	0.4222756341
713	0.422240967
714	0.422214442
715	0.4221936357
716	0.4221752633
717	0.4221501699
718	0.4221205431
719	0.422085133
720	0.4220768008
721	0.4220435474
722	0.4220288929
723	0.4220000777
724	0.4219714776
725	0.4219392267
726	0.4219135477
727	0.4218826873
728	0.4218624299
729	0.4218378528
730	0.4218147659
731	0.4217930353
732	0.4217724431
733	0.4217561427
734	0.4217396753
735	0.4217020588
736	0.4216757383
737	0.4216391538
738	0.421613976
739	0.4215825583
740	0.4215541741
741	0.4215248378
742	0.4215123269
743	0.4214824937
744	0.4214636422
745	0.4214306705
746	0.4213982449
747	0.4213617087
748	0.4213333712
749	0.4213162835
750	0.4213012291
751	0.4212722671
752	0.4212402077
753	0.4212181397
754	0.4212068575
755	0.4211835986
756	0.4211626813
757	0.4211466395
758	0.4211243554
759	0.4210931255
760	0.421076941
761	0.4210486442
762	0.4210219272
763	0.4210033471
764	0.4209681541
765	0.4209397996
766	0.4209133012
767	0.420895246
768	0.420867454
769	0.4208419348
770	0.4208081133
771	0.4207691983
772	0.4207415061
773	0.4207182325
774	0.4207060172
775	0.4206759984
776	0.4206634926
777	0.4206336018
778	0.4205975179
779	0.4205661952
780	0.4205360722
781	0.4205157155
782	0.4204842712
783	0.4204507287
784	0.4204331668
785	0.4204106841
786	0.4203828161
787	0.4203638912
788	0.4203355671
789	0.4203151077
790	0.4202819921
791	0.4202680604
792	0.420242545
793	0.4202087868
794	0.4201817386
795	0.4201560597
796	0.4201342526
797	0.4201167214
798	0.4200915569
799	0.4200595851
800	0.4200276448
801	0.4200021128
802	0.4199811795
803	0.4199707493
804	0.4199464949
805	0.4199281105
806	0.4198989359
807	0.4198697427
808	0.4198395349
809	0.4198190478
810	0.4197915446
811	0.4197700322
812	0.4197392099
813	0.4197041649
814	0.4196728651
815	0.4196473808
816	0.4196174317
817	0.4195975435
818	0.4195550828
819	0.4195294433
820	0.4195017455
821	0.4194741922
822	0.4194409103
823	0.419415502
824	0.4193904562
825	0.4193611097
826	0.4193496314
827	0.4193306305
828	0.4193109159
829	0.4192839916
830	0.4192565376
831	0.4192385423
832	0.4192188274
833	0.4191786422
834	0.4191588308
835	0.4191374124
836	0.4191171825
837	0.419093639
838	0.4190743158
839	0.4190511499
840	0.4190175233
841	0.4189957345
842	0.4189609368
843	0.4189319422
844	0.4188980919
845	0.4188804094
846	0.4188591221
847	0.4188222679
848	0.4188039026
849	0.4187810354
850	0.4187490331
851	0.4187280767
852	0.4187045913
853	0.4186845521
854	0.4186576674
855	0.4186306627
856	0.41860227
857	0.4185729897
858	0.418539866
859	0.4185134851
860	0.4184988419
861	0.4184760947
862	0.4184558975
863	0.4184412852
864	0.4184079651
865	0.4183807455
866	0.4183672043
867	0.4183436862
868	0.4183160045
869	0.4182893274
870	0.4182577217
871	0.4182312946
872	0.4182035223
873	0.4181830947
874	0.4181648883
875	0.4181405931
876	0.4181137207
877	0.4180843702
878	0.4180595066
879	0.4180294549
880	0.4180047397
881	0.4179795907
882	0.417949534
883	0.4179264282
884	0.4179087575
885	0.4178785814
886	0.4178655869
887	0.4178479833
888	0.4178254833
889	0.4177970442
890	0.4177685269
891	0.417756402
892	0.4177296321
893	0.4177165894
894	0.4176957173
895	0.4176863711
896	0.4176598477
897	0.4176452086
898	0.4176216983
899	0.4175996092
900	0.4175687478
901	0.4175515672
902	0.4175311539
903	0.4174944775
904	0.4174886372
905	0.4174517933
906	0.4174189366
907	0.4174009987
908	0.4173800154
909	0.4173638498
910	0.4173401297
911	0.4173165307
912	0.4172896426
913	0.4172568419
914	0.4172255011
915	0.417209617
916	0.4171844177
917	0.4171650084
918	0.4171489483
919	0.4171180647
920	0.4171007128
921	0.4170671361
922	0.4170449398
923	0.4170205182
924	0.4169923742
925	0.4169729389
926	0.4169528114
927	0.4169267599
928	0.4169008078
929	0.4168747426
930	0.4168558145
931	0.4168421298
932	0.4168238038
933	0.4167970836
934	0.4167732658
935	0.4167438806
936	0.4167203504
937	0.4166985552
938	0.4166756631
939	0.4166534934
940	0.4166273145
941	0.4165893546
942	0.4165737906
943	0.4165451539
944	0.416514641
945	0.4164968855
946	0.4164771156
947	0.4164687439
948	0.4164379895
949	0.4164115306
950	0.4163851015
951	0.4163646755
952	0.4163302662
953	0.4163051681
954	0.416271732
955	0.4162532649
956	0.4162430716
957	0.4162245147
958	0.416195045
959	0.4161795179
960	0.4161621655
961	0.4161277412
962	0.4161105153
963	0.416076329
964	0.4160509364
965	0.4160321633
966	0.4160092836
967	0.4159805306
968	0.4159500579
969	0.4159218749
970	0.4158981938
971	0.4158651821
972	0.4158450713
973	0.4158282663
974	0.4158055815
975	0.4157817129
976	0.4157527578
977	0.4157189915
978	0.4156880051
979	0.4156712653
980	0.4156488225
981	0.4156218014
982	0.4155921092
983	0.4155661116
984	0.4155424367
985	0.4155105602
986	0.4155040652
987	0.4154735313
988	0.4154444872
989	0.4154158401
990	0.4153953433
991	0.4153673468
992	0.4153394707
993	0.4153133405
994	0.4152905617
995	0.4152683287
996	0.4152431085
997	0.415222995
998	0.4151969954
999	0.4151620867
